"","many_ID","Country_ID","Title","Beg","action","areas"
"2983","LOME_1979O2:LOME_1975O1","MUS","Lome 2","1979",NA,NA
"2984","LOME_1979O2:LOME_1975O1","NER","Lome 2","1979",NA,NA
"2985","LOME_1979O2:LOME_1975O1","NGA","Lome 2","1979",NA,NA
"2986","LOME_1979O2:LOME_1975O1","COG","Lome 2","1979",NA,NA
"2987","LOME_1979O2:LOME_1975O1","PNG","Lome 2","1979",NA,NA
"2988","LOME_1979O2:LOME_1975O1","RWA","Lome 2","1979",NA,NA
"2989","LOME_1979O2:LOME_1975O1","SLB","Lome 2","1979",NA,NA
"2990","LOME_1979O2:LOME_1975O1","SEN","Lome 2","1979",NA,NA
"2991","LOME_1979O2:LOME_1975O1","SLE","Lome 2","1979",NA,NA
"2992","LOME_1979O2:LOME_1975O1","LCA","Lome 2","1979",NA,NA
"2993","LOME_1979O2:LOME_1975O1","STP","Lome 2","1979",NA,NA
"2994","LOME_1979O2:LOME_1975O1","SYC","Lome 2","1979",NA,NA
"2995","LOME_1979O2:LOME_1975O1","SOM","Lome 2","1979",NA,NA
"2996","LOME_1979O2:LOME_1975O1","SDN","Lome 2","1979",NA,NA
"2997","LOME_1979O2:LOME_1975O1","SUR","Lome 2","1979",NA,NA
"2998","LOME_1979O2:LOME_1975O1","SWZ","Lome 2","1979",NA,NA
"2999","LOME_1979O2:LOME_1975O1","TGO","Lome 2","1979",NA,NA
"3000","LOME_1979O2:LOME_1975O1","TZA","Lome 2","1979",NA,NA
"3001","LOME_1979O2:LOME_1975O1","TON","Lome 2","1979",NA,NA
"3002","LOME_1979O2:LOME_1975O1","TTO","Lome 2","1979",NA,NA
"3003","LOME_1979O2:LOME_1975O1","TUV","Lome 2","1979",NA,NA
"3004","LOME_1979O2:LOME_1975O1","UGA","Lome 2","1979",NA,NA
"3005","LOME_1979O2:LOME_1975O1","WSM","Lome 2","1979",NA,NA
"3006","LOME_1979O2:LOME_1975O1","BFA","Lome 2","1979",NA,NA
"3007","LOME_1979O2:LOME_1975O1","ZMB","Lome 2","1979",NA,NA
"3008","ECYGSL_1980O:ECYGSL_1980O","BEL","EC Yugoslavia","1980",NA,NA
"3009","ECYGSL_1980O:ECYGSL_1980O","DEU","EC Yugoslavia","1980",NA,NA
"3010","ECYGSL_1980O:ECYGSL_1980O","FRA","EC Yugoslavia","1980",NA,NA
"3011","ECYGSL_1980O:ECYGSL_1980O","ITA","EC Yugoslavia","1980",NA,NA
"3012","ECYGSL_1980O:ECYGSL_1980O","LUX","EC Yugoslavia","1980",NA,NA
"3013","ECYGSL_1980O:ECYGSL_1980O","NLD","EC Yugoslavia","1980",NA,NA
"3014","ECYGSL_1980O:ECYGSL_1980O","DNK","EC Yugoslavia","1980",NA,NA
"3015","ECYGSL_1980O:ECYGSL_1980O","IRL","EC Yugoslavia","1980",NA,NA
"3016","ECYGSL_1980O:ECYGSL_1980O","GBR","EC Yugoslavia","1980",NA,NA
"3017","ECYGSL_1980O:ECYGSL_1980O","GRC","EC Yugoslavia","1980",NA,NA
"3018","ECYGSL_1980O:ECYGSL_1980O","SRB","EC Yugoslavia","1980",NA,NA
"3019","JOR-QAT[NA]_1980O:JOR-QAT[NA]_1980O","JOR","Jordan Qatar","1980",NA,NA
"3020","JOR-QAT[NA]_1980O:JOR-QAT[NA]_1980O","QAT","Jordan Qatar","1980",NA,NA
"3021","LTNAIA_1980O:LTNAIA_1980O","ARG","Latin American Integration Association (ALADI LAIA)","1980",NA,NA
"3022","LTNAIA_1980O:LTNAIA_1980O","BOL","Latin American Integration Association (ALADI LAIA)","1980",NA,NA
"3023","LTNAIA_1980O:LTNAIA_1980O","BRA","Latin American Integration Association (ALADI LAIA)","1980",NA,NA
"3024","LTNAIA_1980O:LTNAIA_1980O","CHL","Latin American Integration Association (ALADI LAIA)","1980",NA,NA
"3025","LTNAIA_1980O:LTNAIA_1980O","COL","Latin American Integration Association (ALADI LAIA)","1980",NA,NA
"3026","LTNAIA_1980O:LTNAIA_1980O","ECU","Latin American Integration Association (ALADI LAIA)","1980",NA,NA
"3027","LTNAIA_1980O:LTNAIA_1980O","MEX","Latin American Integration Association (ALADI LAIA)","1980",NA,NA
"3028","LTNAIA_1980O:LTNAIA_1980O","PRY","Latin American Integration Association (ALADI LAIA)","1980",NA,NA
"3029","LTNAIA_1980O:LTNAIA_1980O","PER","Latin American Integration Association (ALADI LAIA)","1980",NA,NA
"3030","LTNAIA_1980O:LTNAIA_1980O","URY","Latin American Integration Association (ALADI LAIA)","1980",NA,NA
"3031","LTNAIA_1980O:LTNAIA_1980O","VEN","Latin American Integration Association (ALADI LAIA)","1980",NA,NA
"3032","MNRUGA_1980O:MNRUGA_1980O","LBR","Mano River Union Guinea Accession","1980",NA,"River Union Accession"
"3033","MNRUGA_1980O:MNRUGA_1980O","SLE","Mano River Union Guinea Accession","1980",NA,"River Union Accession"
"3034","MNRUGA_1980O:MNRUGA_1980O","GIN","Mano River Union Guinea Accession","1980",NA,"River Union Accession"
"3035","SPTECO_1980A","AUS","South Pacific Trade And Economic Co Operation Agreement (SPARTECA )","1980","research",NA
"3036","SPTECO_1980A","COK","South Pacific Trade And Economic Co Operation Agreement (SPARTECA )","1980","research",NA
"3037","SPTECO_1980A","FJI","South Pacific Trade And Economic Co Operation Agreement (SPARTECA )","1980","research",NA
"3038","SPTECO_1980A","KIR","South Pacific Trade And Economic Co Operation Agreement (SPARTECA )","1980","research",NA
"3039","SPTECO_1980A","NZL","South Pacific Trade And Economic Co Operation Agreement (SPARTECA )","1980","research",NA
"3040","SPTECO_1980A","NIU","South Pacific Trade And Economic Co Operation Agreement (SPARTECA )","1980","research",NA
"3041","SPTECO_1980A","PNG","South Pacific Trade And Economic Co Operation Agreement (SPARTECA )","1980","research",NA
"3042","SPTECO_1980A","SLB","South Pacific Trade And Economic Co Operation Agreement (SPARTECA )","1980","research",NA
"3043","SPTECO_1980A","TON","South Pacific Trade And Economic Co Operation Agreement (SPARTECA )","1980","research",NA
"3044","SPTECO_1980A","TUV","South Pacific Trade And Economic Co Operation Agreement (SPARTECA )","1980","research",NA
"3045","SPTECO_1980A","WSM","South Pacific Trade And Economic Co Operation Agreement (SPARTECA )","1980","research",NA
"3046","TUN-ALG[NA]_1981O:TUN-ALG[NA]_1981O","DZA","Algeria Tunisia","1981",NA,NA
"3047","TUN-ALG[NA]_1981O:TUN-ALG[NA]_1981O","TUN","Algeria Tunisia","1981",NA,NA
"3048","CAN-NZL[NA]_1981O:CAN-NZL[NA]_1981O","CAN","Canada New Zealand","1981",NA,NA
"3049","CAN-NZL[NA]_1981O:CAN-NZL[NA]_1981O","NZL","Canada New Zealand","1981",NA,NA
"3050","CRI-DOM[NA]_1981O:CRI-DOM[NA]_1981O","CRI","Costa Rica Dominican Republic","1981",NA,NA
"3051","CRI-DOM[NA]_1981O:CRI-DOM[NA]_1981O","DOM","Costa Rica Dominican Republic","1981",NA,NA
"3052","ECEPGA_1981O:ECEPGA_1981O","EGY","EC Egypt Portugal Greece Accession","1981",NA,"Accession"
"3053","ECEPGA_1981O:ECEPGA_1981O","GRC","EC Egypt Portugal Greece Accession","1981",NA,"Accession"
"3054","ECSLGA_1981O:ECSLGA_1981O","CHE","EC Switzerland Liechtenstein Greece Accession","1981",NA,"Accession"
"3055","ECSLGA_1981O:ECSLGA_1981O","LIE","EC Switzerland Liechtenstein Greece Accession","1981",NA,"Accession"
"3056","ECSLGA_1981O:ECSLGA_1981O","GRC","EC Switzerland Liechtenstein Greece Accession","1981",NA,"Accession"
"3057","ECSLGA_1981O:ECSYGA_1981O","SYR","EC Syria Greece Accession","1981",NA,"Accession"
"3058","ECSLGA_1981O:ECSYGA_1981O","GRC","EC Syria Greece Accession","1981",NA,"Accession"
"3059","GLFCPC_1981O:GLFCPC_1981O","BHR","Gulf Cooperation Council (GCC)","1981",NA,NA
"3060","GLFCPC_1981O:GLFCPC_1981O","KWT","Gulf Cooperation Council (GCC)","1981",NA,NA
"3061","GLFCPC_1981O:GLFCPC_1981O","OMN","Gulf Cooperation Council (GCC)","1981",NA,NA
"3062","GLFCPC_1981O:GLFCPC_1981O","QAT","Gulf Cooperation Council (GCC)","1981",NA,NA
"3063","GLFCPC_1981O:GLFCPC_1981O","SAU","Gulf Cooperation Council (GCC)","1981",NA,NA
"3064","GLFCPC_1981O:GLFCPC_1981O","ARE","Gulf Cooperation Council (GCC)","1981",NA,NA
"3065","INTRAT_1981A","BHR","Inter-Arab Trade Agreement","1981","research",NA
"3066","INTRAT_1981A","JOR","Inter-Arab Trade Agreement","1981","research",NA
"3067","INTRAT_1981A","ARE","Inter-Arab Trade Agreement","1981","research",NA
"3068","INTRAT_1981A","TUN","Inter-Arab Trade Agreement","1981","research",NA
"3069","INTRAT_1981A","DZA","Inter-Arab Trade Agreement","1981","research",NA
"3070","INTRAT_1981A","DJI","Inter-Arab Trade Agreement","1981","research",NA
"3071","INTRAT_1981A","SAU","Inter-Arab Trade Agreement","1981","research",NA
"3072","INTRAT_1981A","SDN","Inter-Arab Trade Agreement","1981","research",NA
"3073","INTRAT_1981A","SYR","Inter-Arab Trade Agreement","1981","research",NA
"3074","INTRAT_1981A","SOM","Inter-Arab Trade Agreement","1981","research",NA
"3075","INTRAT_1981A","IRQ","Inter-Arab Trade Agreement","1981","research",NA
"3076","INTRAT_1981A","OMN","Inter-Arab Trade Agreement","1981","research",NA
"3077","INTRAT_1981A","PSE","Inter-Arab Trade Agreement","1981","research",NA
"3078","INTRAT_1981A","QAT","Inter-Arab Trade Agreement","1981","research",NA
"3079","INTRAT_1981A","KWT","Inter-Arab Trade Agreement","1981","research",NA
"3080","INTRAT_1981A","LBN","Inter-Arab Trade Agreement","1981","research",NA
"3081","INTRAT_1981A","LBY","Inter-Arab Trade Agreement","1981","research",NA
"3082","INTRAT_1981A","MAR","Inter-Arab Trade Agreement","1981","research",NA
"3083","INTRAT_1981A","MRT","Inter-Arab Trade Agreement","1981","research",NA
"3084","INTRAT_1981A","YEM","Inter-Arab Trade Agreement","1981","research",NA
"3085","ORGECS_1981O:ORGECS_1981O","ATG","Organisation Of Eastern Caribbean States (OECS)","1981",NA,"Caribbean States"
"3086","ORGECS_1981O:ORGECS_1981O","DMA","Organisation Of Eastern Caribbean States (OECS)","1981",NA,"Caribbean States"
"3087","ORGECS_1981O:ORGECS_1981O","GRD","Organisation Of Eastern Caribbean States (OECS)","1981",NA,"Caribbean States"
"3088","ORGECS_1981O:ORGECS_1981O","MSR","Organisation Of Eastern Caribbean States (OECS)","1981",NA,"Caribbean States"
"3089","ORGECS_1981O:ORGECS_1981O","KNA","Organisation Of Eastern Caribbean States (OECS)","1981",NA,"Caribbean States"
"3090","ORGECS_1981O:ORGECS_1981O","LCA","Organisation Of Eastern Caribbean States (OECS)","1981",NA,"Caribbean States"
"3091","ORGECS_1981O:ORGECS_1981O","VCT","Organisation Of Eastern Caribbean States (OECS)","1981",NA,"Caribbean States"
"3092","GRC-EC[TNW]_1981P","BRA","Protocol On Trade Negotiations (PTN) Withdrawal Greece","1981","research",NA
"3093","GRC-EC[TNW]_1981P","CHL","Protocol On Trade Negotiations (PTN) Withdrawal Greece","1981","research",NA
"3094","GRC-EC[TNW]_1981P","EGY","Protocol On Trade Negotiations (PTN) Withdrawal Greece","1981","research",NA
"3095","GRC-EC[TNW]_1981P","IND","Protocol On Trade Negotiations (PTN) Withdrawal Greece","1981","research",NA
"3096","GRC-EC[TNW]_1981P","ISR","Protocol On Trade Negotiations (PTN) Withdrawal Greece","1981","research",NA
"3097","GRC-EC[TNW]_1981P","MEX","Protocol On Trade Negotiations (PTN) Withdrawal Greece","1981","research",NA
"3098","GRC-EC[TNW]_1981P","PER","Protocol On Trade Negotiations (PTN) Withdrawal Greece","1981","research",NA
"3099","GRC-EC[TNW]_1981P","KOR","Protocol On Trade Negotiations (PTN) Withdrawal Greece","1981","research",NA
"3100","GRC-EC[TNW]_1981P","PAK","Protocol On Trade Negotiations (PTN) Withdrawal Greece","1981","research",NA
"3101","GRC-EC[TNW]_1981P","PHL","Protocol On Trade Negotiations (PTN) Withdrawal Greece","1981","research",NA
"3102","GRC-EC[TNW]_1981P","TUN","Protocol On Trade Negotiations (PTN) Withdrawal Greece","1981","research",NA
"3103","GRC-EC[TNW]_1981P","TUR","Protocol On Trade Negotiations (PTN) Withdrawal Greece","1981","research",NA
"3104","GRC-EC[TNW]_1981P","URY","Protocol On Trade Negotiations (PTN) Withdrawal Greece","1981","research",NA
"3105","GRC-EC[TNW]_1981P","SRB","Protocol On Trade Negotiations (PTN) Withdrawal Greece","1981","research",NA
"3106","GRC-EC[TNW]_1981P","ESP","Protocol On Trade Negotiations (PTN) Withdrawal Greece","1981","research",NA
"3107","GRC-EC[TNW]_1981P","GRC","Protocol On Trade Negotiations (PTN) Withdrawal Greece","1981","research",NA
"3108","URY-VEN[VNZ]_1981O:URY-VEN[VNZ]_1981O","URY","Uruguay Venezuela","1981",NA,NA
"3109","URY-VEN[VNZ]_1981O:URY-VEN[VNZ]_1981O","VEN","Uruguay Venezuela","1981",NA,NA
"3110","CRI-MEX[NA]_1982O:CRI-MEX[NA]_1982O","CRI","Costa Rica Mexico","1982",NA,NA
"3111","CRI-MEX[NA]_1982O:CRI-MEX[NA]_1982O","MEX","Costa Rica Mexico","1982",NA,NA
"3112","ARG-URY[NA]_1982O:ARG-URY[NA]_1974O","ARG","Argentina Uruguay","1982",NA,NA
"3113","ARG-URY[NA]_1982O:ARG-URY[NA]_1974O","URY","Argentina Uruguay","1982",NA,NA
"3114","NER-TUN[NA]_1982O:NER-TUN[NA]_1982O","NER","Niger Tunisia","1982",NA,NA
"3115","NER-TUN[NA]_1982O:NER-TUN[NA]_1982O","TUN","Niger Tunisia","1982",NA,NA
"3116","PTESAS_1982O:PTESAS_1982O","AGO","PTA For Eastern And Southern African States","1982",NA,NA
"3117","PTESAS_1982O:PTESAS_1982O","BWA","PTA For Eastern And Southern African States","1982",NA,NA
"3118","PTESAS_1982O:PTESAS_1982O","BDI","PTA For Eastern And Southern African States","1982",NA,NA
"3119","PTESAS_1982O:PTESAS_1982O","COM","PTA For Eastern And Southern African States","1982",NA,NA
"3120","PTESAS_1982O:PTESAS_1982O","COD","PTA For Eastern And Southern African States","1982",NA,NA
"3121","PTESAS_1982O:PTESAS_1982O","DJI","PTA For Eastern And Southern African States","1982",NA,NA
"3122","PTESAS_1982O:PTESAS_1982O","ETH","PTA For Eastern And Southern African States","1982",NA,NA
"3123","PTESAS_1982O:PTESAS_1982O","KEN","PTA For Eastern And Southern African States","1982",NA,NA
"3124","PTESAS_1982O:PTESAS_1982O","LSO","PTA For Eastern And Southern African States","1982",NA,NA
"3125","PTESAS_1982O:PTESAS_1982O","MDG","PTA For Eastern And Southern African States","1982",NA,NA
"3126","PTESAS_1982O:PTESAS_1982O","MWI","PTA For Eastern And Southern African States","1982",NA,NA
"3127","PTESAS_1982O:PTESAS_1982O","MUS","PTA For Eastern And Southern African States","1982",NA,NA
"3128","PTESAS_1982O:PTESAS_1982O","MOZ","PTA For Eastern And Southern African States","1982",NA,NA
"3129","PTESAS_1982O:PTESAS_1982O","RWA","PTA For Eastern And Southern African States","1982",NA,NA
"3130","PTESAS_1982O:PTESAS_1982O","SYC","PTA For Eastern And Southern African States","1982",NA,NA
"3131","PTESAS_1982O:PTESAS_1982O","SOM","PTA For Eastern And Southern African States","1982",NA,NA
"3132","PTESAS_1982O:PTESAS_1982O","SWZ","PTA For Eastern And Southern African States","1982",NA,NA
"3133","PTESAS_1982O:PTESAS_1982O","TZA","PTA For Eastern And Southern African States","1982",NA,NA
"3134","PTESAS_1982O:PTESAS_1982O","UGA","PTA For Eastern And Southern African States","1982",NA,NA
"3135","PTESAS_1982O:PTESAS_1982O","ZMB","PTA For Eastern And Southern African States","1982",NA,NA
"3136","PTESAS_1982O:PTESAS_1982O","ZWE","PTA For Eastern And Southern African States","1982",NA,NA
"3137","BRA-URY[NA]_1982O:BRA-URY[NA]_1982O","BRA","Brazil Uruguay","1982",NA,NA
"3138","BRA-URY[NA]_1982O:BRA-URY[NA]_1982O","URY","Brazil Uruguay","1982",NA,NA
"3139","ARG-CRI[NA]_1983O:ARG-CRI[NA]_1983O","ARG","Argentina Costa Rica","1983",NA,NA
"3140","ARG-CRI[NA]_1983O:ARG-CRI[NA]_1983O","CRI","Argentina Costa Rica","1983",NA,NA
"3141","ARG-SLV[NA]_1983O:ARG-SLV[NA]_1983O","ARG","Argentina El Salvador","1983",NA,NA
"3142","ARG-SLV[NA]_1983O:ARG-SLV[NA]_1983O","SLV","Argentina El Salvador","1983",NA,NA
"3143","AUS-NZL[NA]_1983O:AUS-NZL[NA]_1983O","AUS","Australia New Zealand (ANZCERTA)","1983",NA,NA
"3144","AUS-NZL[NA]_1983O:AUS-NZL[NA]_1983O","NZL","Australia New Zealand (ANZCERTA)","1983",NA,NA
"3145","CRBCBA_1983O:CRBCBA_1983O","ATG","Caribbean Community (CARICOM) Bahamas Accession","1983",NA,"Caribbean Community"
"3146","CRBCBA_1983O:CRBCBA_1983O","BRB","Caribbean Community (CARICOM) Bahamas Accession","1983",NA,"Caribbean Community"
"3147","CRBCBA_1983O:CRBCBA_1983O","BLZ","Caribbean Community (CARICOM) Bahamas Accession","1983",NA,"Caribbean Community"
"3148","CRBCBA_1983O:CRBCBA_1983O","DMA","Caribbean Community (CARICOM) Bahamas Accession","1983",NA,"Caribbean Community"
"3149","CRBCBA_1983O:CRBCBA_1983O","GRD","Caribbean Community (CARICOM) Bahamas Accession","1983",NA,"Caribbean Community"
"3150","CRBCBA_1983O:CRBCBA_1983O","GUY","Caribbean Community (CARICOM) Bahamas Accession","1983",NA,"Caribbean Community"
"3151","CRBCBA_1983O:CRBCBA_1983O","JAM","Caribbean Community (CARICOM) Bahamas Accession","1983",NA,"Caribbean Community"
"3152","CRBCBA_1983O:CRBCBA_1983O","MSR","Caribbean Community (CARICOM) Bahamas Accession","1983",NA,"Caribbean Community"
"3153","CRBCBA_1983O:CRBCBA_1983O","KNA","Caribbean Community (CARICOM) Bahamas Accession","1983",NA,"Caribbean Community"
"3154","CRBCBA_1983O:CRBCBA_1983O","LCA","Caribbean Community (CARICOM) Bahamas Accession","1983",NA,"Caribbean Community"
"3155","CRBCBA_1983O:CRBCBA_1983O","VCT","Caribbean Community (CARICOM) Bahamas Accession","1983",NA,"Caribbean Community"
"3156","CRBCBA_1983O:CRBCBA_1983O","TTO","Caribbean Community (CARICOM) Bahamas Accession","1983",NA,"Caribbean Community"
"3157","CRBCBA_1983O:CRBCBA_1983O","BHS","Caribbean Community (CARICOM) Bahamas Accession","1983",NA,"Caribbean Community"
"3158","CHL-PER[NA]_1983O:CHL-PER[NA]_1983O","CHL","Chile Peru","1983",NA,NA
"3159","CHL-PER[NA]_1983O:CHL-PER[NA]_1983O","PER","Chile Peru","1983",NA,NA
"3160","ECCCAS_1983O:ECCCAS_1983O","BDI","Economic Community Of Central African States (ECCAS-CEEAC)","1983","trade",NA
"3161","ECCCAS_1983O:ECCCAS_1983O","CMR","Economic Community Of Central African States (ECCAS-CEEAC)","1983","trade",NA
"3162","ECCCAS_1983O:ECCCAS_1983O","CAF","Economic Community Of Central African States (ECCAS-CEEAC)","1983","trade",NA
"3163","ECCCAS_1983O:ECCCAS_1983O","COG","Economic Community Of Central African States (ECCAS-CEEAC)","1983","trade",NA
"3164","ECCCAS_1983O:ECCCAS_1983O","GAB","Economic Community Of Central African States (ECCAS-CEEAC)","1983","trade",NA
"3165","ECCCAS_1983O:ECCCAS_1983O","GNQ","Economic Community Of Central African States (ECCAS-CEEAC)","1983","trade",NA
"3166","ECCCAS_1983O:ECCCAS_1983O","RWA","Economic Community Of Central African States (ECCAS-CEEAC)","1983","trade",NA
"3167","ECCCAS_1983O:ECCCAS_1983O","STP","Economic Community Of Central African States (ECCAS-CEEAC)","1983","trade",NA
"3168","ECCCAS_1983O:ECCCAS_1983O","TCD","Economic Community Of Central African States (ECCAS-CEEAC)","1983","trade",NA
"3169","ECCCAS_1983O:ECCCAS_1983O","COD","Economic Community Of Central African States (ECCAS-CEEAC)","1983","trade",NA
"3170","ECU-MEX[NA]_1983O:ECU-MEX[NA]_1983O","ECU","Ecuador Mexico","1983",NA,NA
"3171","ECU-MEX[NA]_1983O:ECU-MEX[NA]_1983O","MEX","Ecuador Mexico","1983",NA,NA
"3172","SDN-TUN[SDN]_1983O:SDN-TUN[SDN]_1983O","SDN","Sudan Tunisia","1983",NA,NA
"3173","SDN-TUN[SDN]_1983O:SDN-TUN[SDN]_1983O","TUN","Sudan Tunisia","1983",NA,NA
"3174","BTN-IND[NA]_1983O:BTN-IND[NA]_1949O","BTN","Bhutan India","1983",NA,NA
"3175","BTN-IND[NA]_1983O:BTN-IND[NA]_1949O","IND","Bhutan India","1983",NA,NA
"3176","BRA-MEX[NA]_1983O:BRA-MEX[NA]_1983O","BRA","Brazil Mexico","1983",NA,NA
"3177","BRA-MEX[NA]_1983O:BRA-MEX[NA]_1983O","MEX","Brazil Mexico","1983",NA,NA
"3178","MEX-PRY[NA]_1983O:MEX-PRY[NA]_1983O","MEX","Mexico Paraguay","1983",NA,NA
"3179","MEX-PRY[NA]_1983O:MEX-PRY[NA]_1983O","PRY","Mexico Paraguay","1983",NA,NA
"3180","ARG-CUB[NA]_1984O:ARG-CUB[NA]_1984O","ARG","Argentina Cuba","1984",NA,NA
"3181","ARG-CUB[NA]_1984O:ARG-CUB[NA]_1984O","CUB","Argentina Cuba","1984",NA,NA
"3182","ARG-ECU[NA]_1984O:ARG-ECU[NA]_1984O","ARG","Argentina Ecuador","1984",NA,NA
"3183","ARG-ECU[NA]_1984O:ARG-ECU[NA]_1984O","ECU","Argentina Ecuador","1984",NA,NA
"3184","AS07BA_1984A","IDN","Association Of South East Asian Nations (ASEAN) Preferential Trading Arrangements (PTA) Brunei Accession","1984",NA,NA
"3185","AS07BA_1984A","MYS","Association Of South East Asian Nations (ASEAN) Preferential Trading Arrangements (PTA) Brunei Accession","1984",NA,NA
"3186","AS07BA_1984A","PHL","Association Of South East Asian Nations (ASEAN) Preferential Trading Arrangements (PTA) Brunei Accession","1984",NA,NA
"3187","AS07BA_1984A","SGP","Association Of South East Asian Nations (ASEAN) Preferential Trading Arrangements (PTA) Brunei Accession","1984",NA,NA
"3188","AS07BA_1984A","THA","Association Of South East Asian Nations (ASEAN) Preferential Trading Arrangements (PTA) Brunei Accession","1984",NA,NA
"3189","AS07BA_1984A","BRN","Association Of South East Asian Nations (ASEAN) Preferential Trading Arrangements (PTA) Brunei Accession","1984",NA,NA
"3190","COL-CRI[NA]_1984O:COL-CRI[NA]_1984O","COL","Colombia Costa Rica","1984",NA,NA
"3191","COL-CRI[NA]_1984O:COL-CRI[NA]_1984O","CRI","Colombia Costa Rica","1984",NA,NA
"3192","COL-SLV[NA]_1984O:COL-SLV[NA]_1984O","COL","Colombia El Salvador","1984",NA,NA
"3193","COL-SLV[NA]_1984O:COL-SLV[NA]_1984O","SLV","Colombia El Salvador","1984",NA,NA
"3194","COL-GTM[NA]_1984O:COL-GTM[NA]_1984O","COL","Colombia Guatemala","1984",NA,NA
"3195","COL-GTM[NA]_1984O:COL-GTM[NA]_1984O","GTM","Colombia Guatemala","1984",NA,NA
"3196","COL-HND[NA]_1984O:COL-HND[NA]_1984O","COL","Colombia Honduras","1984",NA,NA
"3197","COL-HND[NA]_1984O:COL-HND[NA]_1984O","HND","Colombia Honduras","1984",NA,NA
"3198","COL-NIC[NA]_1984O:COL-NIC[NA]_1984O","COL","Colombia Nicaragua","1984",NA,NA
"3199","COL-NIC[NA]_1984O:COL-NIC[NA]_1984O","NIC","Colombia Nicaragua","1984",NA,NA
"3200","LOME_1984O3:LOME_1975O1","BEL","Lome 3","1984",NA,NA
"3201","LOME_1984O3:LOME_1975O1","DEU","Lome 3","1984",NA,NA
"3202","LOME_1984O3:LOME_1975O1","DNK","Lome 3","1984",NA,NA
"3203","LOME_1984O3:LOME_1975O1","IRL","Lome 3","1984",NA,NA
"3204","LOME_1984O3:LOME_1975O1","GBR","Lome 3","1984",NA,NA
"3205","LOME_1984O3:LOME_1975O1","GRC","Lome 3","1984",NA,NA
"3206","LOME_1984O3:LOME_1975O1","FRA","Lome 3","1984",NA,NA
"3207","LOME_1984O3:LOME_1975O1","ITA","Lome 3","1984",NA,NA
"3208","LOME_1984O3:LOME_1975O1","LUX","Lome 3","1984",NA,NA
"3209","LOME_1984O3:LOME_1975O1","NLD","Lome 3","1984",NA,NA
"3210","LOME_1984O3:LOME_1975O1","ATG","Lome 3","1984",NA,NA
"3211","LOME_1984O3:LOME_1975O1","BHS","Lome 3","1984",NA,NA
"3212","LOME_1984O3:LOME_1975O1","BRB","Lome 3","1984",NA,NA
"3213","LOME_1984O3:LOME_1975O1","BWA","Lome 3","1984",NA,NA
"3214","LOME_1984O3:LOME_1975O1","BDI","Lome 3","1984",NA,NA
"3215","LOME_1984O3:LOME_1975O1","BLZ","Lome 3","1984",NA,NA
"3216","LOME_1984O3:LOME_1975O1","CMR","Lome 3","1984",NA,NA
"3217","LOME_1984O3:LOME_1975O1","CAF","Lome 3","1984",NA,NA
"3218","LOME_1984O3:LOME_1975O1","TCD","Lome 3","1984",NA,NA
"3219","LOME_1984O3:LOME_1975O1","COD","Lome 3","1984",NA,NA
"3220","LOME_1984O3:LOME_1975O1","CPV","Lome 3","1984",NA,NA
"3221","LOME_1984O3:LOME_1975O1","DJI","Lome 3","1984",NA,NA
"3222","LOME_1984O3:LOME_1975O1","DMA","Lome 3","1984",NA,NA
"3223","LOME_1984O3:LOME_1975O1","ETH","Lome 3","1984",NA,NA
"3224","LOME_1984O3:LOME_1975O1","BEN","Lome 3","1984",NA,NA
"3225","LOME_1984O3:LOME_1975O1","FJI","Lome 3","1984",NA,NA
"3226","LOME_1984O3:LOME_1975O1","GAB","Lome 3","1984",NA,NA
"3227","LOME_1984O3:LOME_1975O1","GMB","Lome 3","1984",NA,NA
"3228","LOME_1984O3:LOME_1975O1","GHA","Lome 3","1984",NA,NA
"3229","LOME_1984O3:LOME_1975O1","GRD","Lome 3","1984",NA,NA
"3230","LOME_1984O3:LOME_1975O1","GIN","Lome 3","1984",NA,NA
"3231","LOME_1984O3:LOME_1975O1","GNB","Lome 3","1984",NA,NA
"3232","LOME_1984O3:LOME_1975O1","GNQ","Lome 3","1984",NA,NA
"3233","LOME_1984O3:LOME_1975O1","GUY","Lome 3","1984",NA,NA
"3234","LOME_1984O3:LOME_1975O1","JAM","Lome 3","1984",NA,NA
"3235","LOME_1984O3:LOME_1975O1","KEN","Lome 3","1984",NA,NA
"3236","LOME_1984O3:LOME_1975O1","KIR","Lome 3","1984",NA,NA
"3237","LOME_1984O3:LOME_1975O1","COM","Lome 3","1984",NA,NA
"3238","LOME_1984O3:LOME_1975O1","LSO","Lome 3","1984",NA,NA
"3239","LOME_1984O3:LOME_1975O1","LBR","Lome 3","1984",NA,NA
"3240","LOME_1984O3:LOME_1975O1","CIV","Lome 3","1984",NA,NA
"3241","LOME_1984O3:LOME_1975O1","MWI","Lome 3","1984",NA,NA
"3242","LOME_1984O3:LOME_1975O1","MDG","Lome 3","1984",NA,NA
"3243","LOME_1984O3:LOME_1975O1","MLI","Lome 3","1984",NA,NA
"3244","LOME_1984O3:LOME_1975O1","MRT","Lome 3","1984",NA,NA
"3245","LOME_1984O3:LOME_1975O1","MUS","Lome 3","1984",NA,NA
"3246","LOME_1984O3:LOME_1975O1","MOZ","Lome 3","1984",NA,NA
"3247","LOME_1984O3:LOME_1975O1","NER","Lome 3","1984",NA,NA
"3248","LOME_1984O3:LOME_1975O1","NGA","Lome 3","1984",NA,NA
